Facility ID,Name,Address,City,State,Zip,Location confidence,Purpose,Operator,Tenant,Location determination,Info source 1,Info source 2,Info source 3,Info source 4,Info source 5,Info source 6,Info source 7,Info source 8,Lat,Long,Date created,Date updated,SizeRank (numeric),Power source,Number of buildings,Cooling source,Facility size (sq ft),Cooling type,Property Size (acres),Project cost,Other info,Status,Status detail,Expected date online,County,Community push-back,Community group website,Information source
1,Logistic Land Investments LLC developer,Rock Mountain Lake Rd,Bessemer,AL,35022,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/700-acre-data-center-in-bessemer-alabama-approved-despite-opposition/,https://www.youtube.com/watch?v=ICSrvQ7meow&ab_channel=InsideClimateNews,https://www.al.com/news/2025/06/14-billion-proposed-data-center-near-birmingham-hits-another-hurdle.html,https://www.wbrc.com/2025/09/14/bessemer-residents-frustrated-over-proposed-data-center/,,,,,33.342000,-87.034100,9/16/2025,9/16/2025,5,,18,,"4,500,000",,675,,100 acres to be cleared,Proposed,,,,Yes,,Media Monitoring
2,DC Blox,433 6th St S,Birmingham,AL,35233,High,,,,Google Maps only,,,,,,,,,33.500510,-86.821000,8/25/2025,8/25/2025,1,,,,,,,,,Operating,,,,,,Media Monitoring
3,Google data center,48809 Alabama 277,Bridgeport,AL,35740,High,,Google,,Google Maps and other sources,https://www.madeinalabama.com/2018/04/google-kicks-off-construction-on-alabama-data-center/,https://claycorp.com/work/mission-critical,,,,,,,34.920190,-85.744600,7/15/2025,7/15/2025,1,,,,"270,000",,360,$600 million,,Unknown,,,,,,Media Monitoring
4,DC Blox,333 Diamond Dr NW,Huntsville,AL,35806,High,,,,Google Maps only,,,,,,,,,34.710030,-86.693000,8/25/2025,8/25/2025,1,,,,,,,,,Operating,,,,,,Media Monitoring
5,Meta Data Center,5400 Prosperity Dr NW,Huntsville,AL,35810,High,,Meta,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/meta-to-build-800m-data-center-in-montgomery-alabama/,,,,,,,,34.840650,-86.629500,8/11/2025,8/11/2025,1,,,,,,,,,Operating,,,,,,Media Monitoring
6,Meta Data Center,~1125 Hyundai Blvd,Montgomery,AL,36105,Medium,,Meta,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/meta-to-build-800m-data-center-in-montgomery-alabama/,,,,,,,,32.276040,-86.328700,8/11/2025,8/11/2025,1,,,,"715,000",,,$800 million,,Approved/Permitted/Under construction,,,,,,Media Monitoring
7,Data center,Graham Street 202,Harrison,AR,72601,High,,,,Google Maps and other sources,https://invest.jll.com/us/en/listings/special-purpose-facility/8-asset-switch-portfolio,,,,,,,,36.214720,-93.078600,5/27/2025,5/27/2025,1,,,,"34,623",,,,,Unknown,,,,,,Media Monitoring
8,Data center,Little Rock Port,Little Rock,AR,72206,Medium,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/mystery-developer-plans-1bn-data-center-in-little-rock-arkansas/,,,,,,,,34.716810,-92.173700,5/27/2025,5/27/2025,1,,,,,,,$1 billion,,Unknown,,,,,,Media Monitoring
9,Brightspeed data center,214 S Denver Ave,Russellville,AR,72801,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/brightspeed-data-center-up-for-sale-leaseback-in-arkansas/,,,,,,,,35.277460,-93.137200,5/27/2025,5/27/2025,1,,,,"44,650",,,,,Unknown,,,,,,Media Monitoring
10,Groot LLC/ Google,Bollinger Rd,West Memphis/Proctor,AR,72376,High,,Google,,Google Maps and other sources,https://wreg.com/news/local/data-center-deal-comes-as-area-emerges-as-tech-hub/,https://rbnenergy.com/i-know-places-tech-giants-may-be-the-surest-bets-for-data-center-power-demand,https://www.arkansasedc.com/news-events/newsroom/detail/2025/10/02/google-locating-new-data-center-in-west-memphis--arkansas-with-multi-billion-dollar-investment,,,,,,35.118350,-90.212300,5/23/2025,11/3/2025,1,,,,,,920,$10 billion,,Approved/Permitted/Under construction,,,,,,Media Monitoring
11,Prime data center,West Broadway Rd and S. Avondale Blvd,Avondale,AZ,85353,Medium,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/prime-and-vantage-buy-land-phoenix-arizona/,,,,,,,,33.407560,-112.311000,5/28/2025,5/28/2025,5,,5,,"1,300,000",,66,$29 million,,Unknown,,,,,,Media Monitoring
12,H5 data center,2600 W Germann Rd,Chandler,AZ,85286,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/h5-data-centers-expanding-phoenix-data-center-by-30000-sq-ft/,,,,,,,,33.277160,-111.886000,5/28/2025,5/28/2025,3,,,,"210,000",,,,,Unknown,,,,,,Media Monitoring
16,Compass Data Center,850 S Bullard Ave,Goodyear,AZ,85338,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/compass-datacenters-starts-build-hyperscale-arizona-campus/,,,,,,,,33.441230,-112.377000,5/28/2025,5/28/2025,1,,,,,,,,,Unknown,,,,,,Media Monitoring
13,Microsoft data center,14250 W Broadway Rd,Goodyear,AZ,85338,High,,Microsoft,,Google Maps and other sources,https://www.levelset.com/property-owners/microsoft-corporation/project-history/,,,,,,,,33.410749,-112.366832,9/16/2025,9/16/2025,1,,,,,,,,,Operating,,,,,,Media Monitoring
14,Stream data center,2950 S Litchfield Rd,Goodyear,AZ,85338,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/stream-dc-files-to-expand-phoenix-campus-to-200mw/,,,,,,,,33.419650,-112.359419,5/28/2025,5/28/2025,5,,,,"2,000,000",,,,,Unknown,,,,,,Media Monitoring
15,Vantage data center,45 S Bullard Ave,Goodyear,AZ,85338,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/vantage-completes-construction-on-first-data-center-in-goodyear-arizona/,,,,,,,,33.447180,-112.373000,5/28/2025,5/28/2025,5,,,,,,,,,Unknown,,,,,,Media Monitoring
18,Amazon Data Center,10464 E Pecos Rd,Mesa,AZ,85212,High,,Amazon,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/aws-plots-four-data-centers-in-mesa-arizona/,,,,,,,,33.297570,-111.607000,8/14/2025,8/14/2025,1,,,,,,71,$18 million,,Proposed,,,,,,Media Monitoring
22,Amazon Data Center,near Apple Data Center at Elliot/Signal Butte Rds,Mesa,AZ,85212,Medium,,Amazon,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/aws-plots-four-data-centers-in-mesa-arizona/,,,,,,,,33.342630,-111.604000,8/14/2025,8/14/2025,1,,,,,,43,$16.9 million,,Proposed,,,,,,Media Monitoring
20,Apple Data Center,3740 S Signal Butte Rd,Mesa,AZ,85212,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/aws-plots-four-data-centers-in-mesa-arizona/,,,,,,,,33.347100,-111.604000,8/14/2025,8/14/2025,1,,,,,,,,,Operating,,,,,,Media Monitoring
21,Meta Data Center,7610 E Elliot Rd,Mesa,AZ,85212,Medium,,Meta,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/google-files-to-build-second-data-center-at-mesa-campus-in-arizona/,,,,,,,,33.350760,-111.670000,8/14/2025,8/14/2025,1,,,,"750,000",,187,,,Approved/Permitted/Under construction,,,,,,Media Monitoring
17,NTT data center,10256 Elliot Road,Mesa,AZ,85212,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/ntt-acquires-173-acre-planned-data-center-park-in-mesa-arizona-for-300m/,,,,,,,,33.350610,-111.610000,5/28/2025,5/28/2025,5,,,,,,102,,,Unknown,,,,,,Media Monitoring
19,NTT data center,22000-21794 E Pecos Rd,Mesa,AZ,85212,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/ntt-acquires-173-acre-planned-data-center-park-in-mesa-arizona-for-300m/,,,,,,,,33.295560,-111.614000,5/28/2025,5/28/2025,1,,,,,,173,$300 million,,Unknown,,,,,,Media Monitoring
28,Aligned,2500 W Union Hills Dr,Phoenix,AZ,85027,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/aligned-acquires-two-plots-in-phoenix-plans-two-campuses-totaling-400mw/,,,,,,,,33.658980,-112.111000,5/28/2025,5/28/2025,5,,,,"550,000",,,,,Unknown,,,,,,Media Monitoring
27,Expedient data center,2475 West Townley Avenue,Phoenix,AZ,85021,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/expedient-opens-data-center-in-phoenix-arizona/,,,,,,,,33.564520,-112.112000,5/28/2025,5/28/2025,2,,,,"45,000",,,,,Unknown,,,,,,Media Monitoring
26,PHX1,2475 W Townley Ave,Phoenix,AZ,85021,High,,,,Google Maps and other sources,https://www.expedient.com/data-centers/phoenix/,,,,,,,,33.564560,-112.112000,9/1/2025,9/1/2025,2,,,,"46,000",,,,,Operating,,,,,,Media Monitoring
23,QTS,120 E Van Buren St,Phoenix,AZ,85004,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/qts-breaks-ground-on-data-center-in-phoenix-arizona/,,,,,,,,33.451930,-112.072000,5/28/2025,5/28/2025,3,,,,"288,000",,,,,Unknown,,,,,,Media Monitoring
24,QTS,1200 N 40th St,Phoenix,AZ,85008,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/qts-breaks-ground-on-data-center-in-phoenix-arizona/,,,,,,,,33.462370,-111.996000,5/28/2025,5/28/2025,3,,,,"337,330",,,,,Unknown,,,,,,Media Monitoring
25,QTS PHX2 DC5,1500 N 40th St,Phoenix,AZ,85008,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/qts-breaks-ground-on-data-center-in-phoenix-arizona/,,,,,,,,33.464770,-111.998000,5/28/2025,5/28/2025,1,,,,,,,,,Unknown,,,,,,Media Monitoring
29,Tract,S. Johnson Rd and W. Southern Ave,Phoenix,AZ,85326,High,,,,Google Maps and other sources,https://www.datacenterwatch.org/report,https://www.tract.com/news/tract-closes-acquisition-of-2069-acres-in-buckeye-arizona/,,,,,,,33.410190,-112.713000,5/23/2025,5/23/2025,1,,,,,,2069,,,Unknown,,,,,,Media Monitoring
30,Vermaland data center,near Hwy 10,Red Rock,AZ,85658,High,,,,Google Maps and other sources,https://www.bizjournals.com/phoenix/news/2025/08/01/vermaland-proposed-pinal-county-data-center.html,https://www.azcentral.com/story/news/local/pinal/2025/07/30/developer-plans-33-billion-data-center-in-pinal-county/85381868007/,https://azbigmedia.com/business/33-billion-data-center-industrial-park-coming-to-pinal-county/,https://www.datacenterdynamics.com/en/news/land-developer-vermaland-plans-33bn-data-center-in-arizona/,,,,,32.551450,-111.452000,8/1/2025,8/1/2025,5,,,,,,3300,$33 billion,,Unknown,,,,,,Media Monitoring
31,Arizona Land Consulting Co.,near 33511 Indian School Rd,Tonopah,AZ,85354,High,,,,Google Maps and other sources,https://www.bloomberg.com/news/articles/2025-05-27/palihapitiya-buys-stake-in-arizona-property-for-data-center-bet,https://www.datacenterdynamics.com/en/news/arizona-land-consulting-buys-land-for-potential-15gw-data-center/,,,,,,,33.496480,-112.775000,6/5/2025,6/5/2025,5,,,,,,2100,$25 billion,,Proposed,,,,,,Media Monitoring
32,Amazon: Project Blue data center: DEFEATED,10098 E Brekke Rd,Tucson,AZ,85747,High,,Amazon,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/arizona-land-parcel-rezoned-and-sold-to-develop-project-blue-data-center/,https://www.datacenterdynamics.com/en/news/amazon-named-as-company-behind-290-acre-data-center-campus-in-tuscson-arizona/,https://www.foxbusiness.com/economy/arizona-city-defeats-massive-data-center-project-over-water-energy-concerns,https://apnews.com/article/tucson-data-management-and-storage-arizona-general-news-environmental-conservation-42c1e554b02b4293685a08a4574db9f0,,https://www.kgun9.com/news/local-news/project-blue-moves-to-build-despite-opposition,,,32.050910,-110.783000,8/9/2025,8/9/2025,1,,,,,,290,$3.6 billion,,Suspended,,,,,,Media Monitoring
33,Data center: Davis-Monthan Air Force Base,,Tucson,AZ,85707,Medium,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/us-department-of-the-air-force-accepting-proposals-for-ai-data-centers-in-military-bases/,,,,,,,,32.164318,-110.864834,10/21/2025,10/21/2025,1,,,,,,300,,,Proposed,,,,,,Media Monitoring
34,"Aligned: PHX-13, PHX-12, PHX-14. PHX-07",8805 N Reems Rd,Waddell,AZ,85355,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/aligned-breaks-ground-on-data-center-in-phoenix-arizona/,,,,,,,,33.563510,-112.388000,6/19/2025,6/19/2025,1,,,,"1,000,000",,100,,,Unknown,,,,,,Media Monitoring
35,Guadalupe Quarry Redevelopment Project data center,near Quarry Rd,Brisbane,CA,94005,Medium,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/proposed-data-center-scaled-down-amid-environmental-concerns-near-san-francisco-california/,,,,,,,,37.685860,-122.416000,7/25/2025,7/25/2025,1,,,,"180,000",,62,,,Proposed,,,,,,Media Monitoring
36,Data center: Edwards Air Force Base (7 sites),,Edwards,CA,93524,Medium,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/us-department-of-the-air-force-accepting-proposals-for-ai-data-centers-in-military-bases/,,,,,,,,34.912053,-117.931093,10/21/2025,10/21/2025,1,,,,,,,,,Proposed,,,,,,Media Monitoring
37,ECL,411 Clyde Ave,Mountain View,CA,94043,High,,,,Google Maps and other sources,https://www.datacentermap.com/usa/california/san-jose/ecl-mv1/,,,,,,,,37.395890,-122.047000,8/6/2025,8/6/2025,1,,,,,,,,Running on hydrogen fuel,Operating,,,,,,Media Monitoring
38,Sacramento EdgeConneX Edge Data Center® (EDC) (SAC01),10980 Gold Center Dr.,Rancho Cordoba,CA,95670,High,,,,Google Maps and other sources,https://www.edgeconnex.com/locations/americas/sacramento-ca/,,,,,,,,38.592310,-121.277000,8/4/2025,8/4/2025,2,,,,"28,500",,,,,Operating,,,,,,Media Monitoring
39,LBA Realty data center,350 W Trimble Rd,San Jose,CA,95131,High,,,,Google Maps and other sources,https://www.mercurynews.com/2025/07/08/san-jose-tech-build-data-internet-property-real-estate-develop-economy/,https://www.datacenterdynamics.com/en/news/two-data-centers-proposed-for-vacant-lot-in-san-jose-california/,,,,,,,37.381000,-121.935000,7/15/2025,7/15/2025,1,,,,"415,000",,28,,,Proposed,,,,,,Media Monitoring
40,Colovore,1101 Space Park Drive,Santa Clara,CA,95054,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/colovore-plans-data-center-in-austin-texas/,,,,,,,,37.376680,-121.953000,8/3/2025,8/3/2025,1,,,,"24,000",,,,Liquid cooled,Operating,,,,,,Media Monitoring
43,Colovore,3060 Raymond Street,Santa Clara,CA,95054,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/colovore-plans-data-center-in-austin-texas/,,,,,,,,37.377390,-121.953000,8/3/2025,8/3/2025,1,,,,,,,,Liquid cooled,Operating,,,,,,Media Monitoring
42,CoreSite SV9,2915 Stender Way,Santa Clara,CA,95054,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/coresite-launches-santa-clara-data-center-california/,,,,,,,,37.374920,-121.969000,8/1/2025,8/1/2025,3,,,,"228,000",,,,,Proposed,,,,,,Media Monitoring
41,Santa Clara EdgeConneX Edge Data Center® (EDC) - SVC01,1700 Richard Ave,Santa Clara,CA,95050,High,,,,Google Maps and other sources,https://www.edgeconnex.com/locations/americas/santa-clara-ca/,,,,,,,,37.364310,-121.959000,8/4/2025,8/4/2025,1,,,,"19,800",,,,,Operating,,,,,,Media Monitoring
44,Nautilus Data Technology,1002 Embarcadero,Stockton,CA,95203,High,,,,Google Maps and other sources,https://www.cerebras.ai/press-release/cerebras-announces-six-new-ai-datacenters-across-north-america-and-europe-to-deliver-industry-s,,,,,,,,37.964110,-121.369000,9/25/2025,9/25/2025,1,,,,,,,,,Operating,,,,,,Media Monitoring
45,Cerebras Systems data center,1237 E Arques Ave,Sunnyvale,CA,94085,High,,,,Google Maps and other sources,https://www.cerebras.ai/press-release/cerebras-announces-six-new-ai-datacenters-across-north-america-and-europe-to-deliver-industry-s,https://www.datacenterdynamics.com/en/news/cerebras-plans-six-new-ai-data-centers-in-north-america-and-europe/,,,,,,,37.381120,-121.993000,9/25/2025,9/25/2025,1,,,,,,,,,Operating,,,,,,Media Monitoring
1113,Digital data center,4400 Pacific Blvd,Vernon,CA,90058,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/digital-realty-buys-land-in-los-angeles-for-32mw-data-center/,,,,,,,,34.003680,-118.229679,11/9/2025,11/9/2025,3,,,,"253,200",,,,,Proposed,,,,,,Media Monitoring
46,DEN1,7347 S. Revere Parkway Building C,Centennial,CO,80112,High,,,,Google Maps and other sources,https://www.expedient.com/data-centers/denver/,,,,,,,,39.582750,-104.841000,9/1/2025,9/1/2025,2,,,,"32,000",,,,,Operating,,,,,,Media Monitoring
47,Data center,1780 Jet Stream Drive,Colorado Springs,CO,80921,High,,,,Google Maps and other sources,https://invest.jll.com/us/en/listings/special-purpose-facility/8-asset-switch-portfolio,,,,,,,,38.997340,-104.792000,5/27/2025,5/27/2025,1,,,,"14,613",,,,,Unknown,,,,,,Media Monitoring
48,Cielo Digital Infrastructure,,Hudson,CO,80642,Low,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/cielo-digital-infrastructure-plans-300mw-data-center-campus-in-south-carolina/,,,,,,,,40.095490,-104.609000,6/24/2025,6/24/2025,5,,,,,,500,,,Proposed,,,,,,Media Monitoring
49,Atlas Capital Group,132 Griffin Rd N,Bloomfield,CT,06002,High,,,,Google Maps and other sources,https://www.ctinsider.com/business/article/ct-bloomfield-data-center-proposal-20758986.php,,,,,,,,41.884740,-72.743500,7/15/2025,7/15/2025,1,,,,"1,000,000",,,,,Proposed,,,,,,Media Monitoring
50,GotSpace data center,Bozrah St,Bozrah,CT,06334,Medium,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/15gw-data-center-campus-proposed-in-pennsylvania/,https://www.datacentermap.com/usa/connecticut/norwich/gotspace-bozrah-building-3/,https://ctexaminer.com/2022/08/11/facing-budget-squeeze-bozrah-to-decide-on-approving-a-hyperscale-data-center/,,,,,,41.558600,-72.170600,7/24/2025,7/24/2025,1,,,,"980,000",,,,,Proposed,,,,,,Media Monitoring
51,NE Edge Data Center,adjacent to Millstone Nuclear Power Station,Waterford,CT,06385,Medium,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/15gw-data-center-campus-proposed-in-pennsylvania/,,,,,,,,41.313870,-72.167300,7/24/2025,7/24/2025,5,,,,"1,500,000",,25,,,Proposed,,,,,,Media Monitoring
52,Starwood Digital Ventures,Governor Lea Rd,New Castle,DE,19720,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/starwood-files-to-develop-12gw-11-building-data-center-campus-in-delaware/,https://www.delawareonline.com/story/money/business/2025/07/17/data-center-new-castle-county-delaware/85239325007/,,,,,,,39.607450,-75.639700,7/15/2025,7/15/2025,5,,,,"6,000,000",,570,,,Proposed,,,,,,Media Monitoring
53,Data center,Co Rd 700,Fort Meade,FL,33841,Medium,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/44-million-sq-ft-data-center-campus-gets-zoning-approval-in-fort-meade-florida/,,,,,,,,27.791780,-81.818500,6/21/2025,6/21/2025,1,,,,"4,400,000",,1163,,,Proposed,,,,,,Media Monitoring
1763321276591-6787,"Sentinel Grove Technology Park/ ""Project Jarvis""",Minute Maid Rd & Orange Ave,Fort Pierce,FL,34945,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/officials-fail-to-back-plans-for-1gw-data-center-campus-in-florida/,https://www.tcpalm.com/story/news/local/st-lucie-county/2025/10/23/13-billion-data-center-largest-in-florida-planned-on-treasure-coast/86770609007,,,,,,,27.454439,-80.557994,11/16/2025,,,,,,"15,000,000",,1218,,"Voted down by planning and zoning commission, 4-2",Suspended,,,St Lucie,,,Media Monitoring
54,Cielo Digital Infrastructure,,Haines City,FL,33844,Low,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/cielo-digital-infrastructure-plans-300mw-data-center-campus-in-south-carolina/,,,,,,,,28.178750,-81.645700,6/24/2025,6/24/2025,5,,,,,,74,,,Proposed,,,,,,Media Monitoring
55,HostDime data center,1 Innovative Pl,Maitland,FL,32751,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/hostdime-seeks-deadline-extension-for-data-center-in-eatonville-orlando/,,,,,,,,28.614600,-81.385700,9/3/2025,9/3/2025,1,,,,"100,000",,,,,Proposed,,,,,,Media Monitoring
56,Iron Mountain Data Center,12300 NW 32nd Ave,Miami,FL,33167,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/iron-mountain-tops-outs-miami-data-center/,,,,,,,,25.886610,-80.253900,8/12/2025,8/12/2025,3,,,,"150,000",,3,,Former records center,Approved/Permitted/Under construction,,,,,,Media Monitoring
211,Stream Data Center,Access is proposed to be from Jason Industrial Pkwy and N Baggett Rd,,GA,,High,,"SDC ATLA, LLC",,Other sources,DRI Application Summary,,,,,,,,33.738323,-84.807373,10/16/2025,10/16/2025,1,,,,"2,687,400",,,,,Proposed,,,Douglas,,,Sci4GA
57,Project Springbank (Atlas),Perkins Mountain Rd,Adairsville,GA,30145,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/two-million-sq-ft-data-center-campus-planned-outside-atlanta-georgia/,,,,,,,,34.309260,-84.963300,5/25/2025,5/25/2025,1,,6,,"2,270,000",,,,,Unknown,,,,,,Media Monitoring
58,Alpharetta GA1,11650 Great Oaks Way,Alpharetta,GA,30022,High,,365 Data Centers,,Other sources,https://baxtel.com/data-center/sungard-atlanta-alpharetta,,,,,,,,34.063183,-84.272896,10/16/2025,10/16/2025,2,,,,"77,300",,,,,Operating,,,Fulton,,,Sci4GA
60,ATL2,4905 North Point Pkwy,Alpharetta,GA,30009,High,,Lincoln Rackhouse,,Other sources,https://baxtel.com/data-center/ascent-atlanta-atl1,,,,,,,,34.057144,-84.273003,10/16/2025,10/16/2025,3,,,,"185,000",,,,,Operating,,,Fulton,,,Sci4GA
59,Atlanta-Alpharetta,12655 Edison Dr,Alpharetta,GA,30005,High,,Flexential,,Other sources,https://baxtel.com/data-center/flexential-atlanta-alpharetta,,,,,,,,34.086994,-84.251793,10/16/2025,10/16/2025,2,,,,"139,474",,,,,Operating,,,Fulton,,,Sci4GA
61,Data center(s),"White Oak Technology Park, Appling-Harlem Rd",Appling,GA,30814,High,,,,Google Maps and other sources,https://www.augustachronicle.com/story/business/2025/05/01/columbia-county-technology-park-project-valued-at-11-billion-data-centers-economic-development/83375427007/,,,,,,,,33.495460,-82.337000,6/24/2025,6/24/2025,1,,,,"8,000,000",,2000,$11.6 billion,,Proposed,,,,,,Media Monitoring
62,White Oak Technology Park,Off Morris Callaway Road & Innovation Parkway,Appling,GA,30802,High,,Trammell Crow Company,,Other sources,https://apps.dca.ga.gov/DRI/AppSummary.aspx?driid=4443,,,,,,,,33.514210,-82.341118,10/16/2025,10/16/2025,1,,,,"8,076,687",,,,,Proposed,,,Columbia,,,Sci4GA
212,Eagle Rock Jones County,approximately 3 miles southwest of the intersection of Highway 49 and Highway 18,,GA,,High,,Eagle Rock Partners LLC and Thomas & Hutton Engineering,,Other sources,https://www.13wmaz.com/article/news/local/600-acre-data-center-proposed-for-jones-county-faces-early-opposition/93-25e72bf8-9eed-47ae-a351-8b7a05ee723f#,,,,,,,,32.912739,-83.472046,10/16/2025,10/16/2025,5,,,,,,,,,Suspended,,,Jones,Yes,No Data Centers in Jones County,Sci4GA
63,10 Forsyth St NW,10 Forsyth St NW,Atlanta,GA,30303,High,,Digital Realty,,Other sources,https://www.datacentermap.com/usa/georgia/atlanta/10-forsyth-street-nw/,https://www.datacenterdynamics.com/en/news/digital-realty-plans-10-story-300000-sq-ft-data-center-in-atlanta/,,,,,,,33.755455,-84.392014,10/16/2025,10/16/2025,3,,,,"300,000",,,,,Proposed,,,Fulton,,,Sci4GA
91,470 Exchange,470 East Paces Ferry Rd,Atlanta,GA,30327,High,,Facility Gateway Corporation,,Other sources,https://www.datacentermap.com/usa/georgia/atlanta/470-exchange/,,,,,,,,33.839520,-84.372841,10/16/2025,10/16/2025,2,,,,"17,000",,,,,Operating,,,Fulton,,,Sci4GA
82,American Tower EDC Atlanta,2374 Fairburn Road Southwest,Atlanta,GA,30331,High,,American Tower Corporation,,Other sources,https://www.datacentermap.com/usa/georgia/atlanta/atc-edge-data-atlanta/,,,,,,,,33.689529,-84.510750,10/16/2025,10/16/2025,2,,,,360,,,,,Operating,,,Fulton,,,Sci4GA
92,AT&T Southern Bell Telephone Company Building,51 Peachtree Center Ave NE,Atlanta,GA,30303,High,,AT&T,,Other sources,https://baxtel.com/data-center/at-t-southern-bell-telephone-company-building,,,,,,,,33.755798,-84.385696,10/16/2025,10/16/2025,1,,,,,,,,,Operating,,,Fulton,,,Sci4GA
89,ATL1,40 Perimeter Center E,Atlanta,GA,30346,High,,Lincoln Rackhouse,,Other sources,https://baxtel.com/data-center/40-perimeter-center-lincoln-rackhouse,,,,,,,,33.926537,-84.326729,10/16/2025,10/16/2025,3,,,,"77,322",,,,,Operating,,,DeKalb,,,Sci4GA
84,ATL2 Colo Data Center,250 Williams Street NW (E-100),Atlanta,GA,30303,High,,Hivelocity,,Other sources,https://www.hivelocity.net/wp-content/uploads/2024/04/Hivelocity_Atlanta.pdf,,,,,,,,33.761627,-84.391273,10/16/2025,10/16/2025,2,,,,,,,,,Operating,,,Fulton,,,Sci4GA
98,Atlanta,56 Marietta Street NW,Atlanta,GA,30303,High,,Corespace,,Other sources,https://inflect.com/building/56-marietta-street-northwest-atlanta,,,,,,,,33.755428,-84.391457,10/16/2025,10/16/2025,2,,,,,,,,,Operating,,,Fulton,,,Sci4GA
93,Atlanta AT1,55 Marietta Street,Atlanta,GA,30303,High,,CoreSite (American Tower),,Other sources,https://baxtel.com/data-center/55-marietta,,,,,,,,33.755852,-84.391068,10/16/2025,10/16/2025,2,,,,"45,000",,,,,Operating,,,Fulton,,,Sci4GA
103,Atlanta ATL12,760 Doug Davis Dr,Atlanta,GA,30354,High,,Digital Realty,,Other sources,https://baxtel.com/data-center/760-doug-davis-digital-realty,,,,,,,,33.657166,-84.415138,10/16/2025,10/16/2025,1,,,,"334,400",,,,,Operating,,,Fulton,,,Sci4GA
99,Atlanta ATL13,56 Marietta Street NW,Atlanta,GA,30303,High,,Digital Realty,,Google Maps and other sources,https://baxtel.com/data-center/56-marietta-carrier-hotel-digital-realty,https://www.hivelocity.net/wp-content/uploads/2024/08/Hivelocity_Atlanta.pdf,https://www.datacenterdynamics.com/en/news/digital-realty-files-to-develop-two-building-campus-outside-atlanta-georgia/,,,,,,33.755428,-84.391457,10/16/2025,10/16/2025,2,,,,"160,000",,,,,Operating,,,Fulton,,,Media Monitoring and Sci4GA
83,Atlanta ATL14,250 Williams St NW,Atlanta,GA,30303,High,,Digital Realty,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/digital-realty-files-to-develop-two-building-campus-outside-atlanta-georgia/,https://baxtel.com/data-center/digital-realty-atl14,,,,,,,33.761570,-84.391500,6/5/2025,6/5/2025,2,,,,"33,000",,,,,Operating,,,Fulton,,,Media Monitoring and Sci4GA
66,Atlanta Metro DC1,1033 Jefferson Street NW,Atlanta,GA,30318,High,,QTS Data Centers,,Other sources,https://qtsdatacenters.com/wp-content/uploads/2024/07/QTS_DataSheet_ATL1-DC1.pdf,https://qtsdatacenters.com/data-centers/atlanta-1/,,,,,,,33.775944,-84.421074,10/16/2025,10/16/2025,4,,,,"990,000",,,,Part of a campus (Project Granite): https://baxtel.com/data-center/qts-atlanta-metro,Operating,,,Fulton,,,Media Monitoring and Sci4GA
