Facility ID,Name,Address,City,State,Zip,Location confidence,Purpose,Operator,Tenant,Location determination,Info source 1,Info source 2,Info source 3,Info source 4,Info source 5,Info source 6,Info source 7,Info source 8,Lat,Long,Date created,Date updated,SizeRank (numeric),Power source,Number of buildings,Cooling source,Facility size (sq ft),Cooling type,Property Size (acres),Project cost,Other info,Status,Status detail,Expected date online,County,Community push-back,Community group website,Information source
754,Gainesville Crossing Data Campus,13700 UNIVERSITY BLVD,,VA,,High,,CORSCALE,,Other sources,https://corscale.com/gainesville-crossing-data-center/,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=265831,,,,,,,38.801325,-77.580301,4/10/2024,10/17/2025,5,,,,"1,817,777",,130,,This project covers multiple parcels. Proposed 482223 sq ft expansion,Operating,Expansion proposed,,Prince William,,,PEC
966,Gainsville East,5945 WELLINGTON RD,,VA,,High,,Amazon Data Services Inc,,Other sources,https://www.datacenterdynamics.com/en/news/aws-qts-and-jk-land-holdings-planning-data-center-developments-in-virginias-prince-william-county/,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=264261,,,,,,,38.790676,-77.587976,4/10/2024,10/17/2025,1,,,,"2,200,000",,117,,This project covers multiple parcels. The total acreage has been represented here.,Proposed,New,,Prince William,,,PEC
750,Gainsville Tech Park,13050 HANSEN FARM RD,,VA,,High,,Microsoft Corporation,,Other sources,https://egcss.pwcgov.org/SelfService#/plan/01fffe17-1fdc-46e3-bd5c-f5795320e7e6?tab=attachments,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=264270,,,,,,,38.780185,-77.568988,4/10/2024,10/17/2025,1,,,,"2,982,000",,83,,This project covers multiple parcels. The total acreage has been represented here.,Proposed,New,,Prince William,,,PEC
764,Gardner Property,14414 MCGRAWS CORNER,,VA,,High,,,,Other sources,://egcss.pwcgov.org/SelfSerhttpsvice#/plan/54197449-7161-4168-861a-d85676a180a3,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=252670&mtab=property&p=252670,,,,,,,38.795800,-77.622189,7/15/2025,10/17/2025,1,,,,"1,787,266",,82,,This project covers multiple parcels. The total acreage has been represented here.,Proposed,New,,,,,PEC
755,GCDC PURCHASER PHASE 1 LLC,13760 UNIVERSITY BLVD,,VA,,High,,GCDC PURCHASER PHASE 1 LLC,,Other sources,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=026368&mtab=property&p=026368,,,,,,,38.802408,-77.582555,4/10/2024,10/17/2025,1,,,,"482,223",,28,,,Operating,"Operating, Expanding",,Prince William,,,PEC
1040,George Washington Village Data Center,"Courthouse Rd/Interstate 95, Hartwood District",,VA,,Medium,,,,Other sources,https://cdn.staffordcountyva.gov/Planning%20and%20Zoning/Development%20Review%20Meetings-Applications/December%202024/GWV%20Data%20Center%20CUP/3-%20Impact%20Statement%20(10-15-24)%20-%20GWV%20Data%20Center.pdf,https://va-stafford-assessor.publicaccessnow.com/PropertySearch/PropertyDetails.aspx?p=38%20%20%20%20%20%20%20%2070&a=23902,,,,,,,38.408920,-77.446931,4/28/2025,10/17/2025,1,,,,"7,900,000",,1042,,This project covers multiple parcels. The total acreage has been represented here.,Proposed,New,,,,,PEC
947,GI TC 45360 SEVERN WAY LLC,45360 W SEVERN WAY,,VA,,High,,GI TC 45360 SEVERN WAY LLC,,Other sources,,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=042200988000&jur=107&taxyr=2024&LMparent=20,,,,,,,39.021677,-77.432917,4/10/2024,10/17/2025,1,,,,"126,900",,8,,"Shown as ""Storage Warehouse""",Operating,Complete,,Loudoun,,,PEC
986,GI TC 7510 MASON KING CT LLC (Amazon),7510 MASON KING CT,,VA,,High,,GI TC 7510 MASON KING CT LLC (Amazon),,Other sources,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=083773&mtab=property&p=083773,,,,,,,38.790344,-77.541187,4/10/2024,10/17/2025,1,,,,"150,000",,10,,,Operating,Complete,,Prince William,,,PEC
743,Gigaland Remington,12270 Lucky Hill Road,,VA,,High,,Gigaland Data Centers,,Other sources,https://www.fauquier.com/news/gigaland-pitches-new-data-center-complex-near-remington/article_54a84456-c63e-11ee-9791-af00814cfeff.html?emci=b70cb8e1-97c6-ee11-85f9-002248223794&emdi=9a5bec2c-b0c6-ee11-85f9-002248223794&ceid=11786847#tncms-source=Front%20Page%20Top%20Headlines%201-4,https://gis.vgsi.com/fauquierva/Parcel.aspx?pid=7982,,,,,,,38.534484,-77.782870,4/10/2024,10/17/2025,1,,,,"1,600,000",,202,,"Project covers more than one parcel, the acreage represents the combined acreage",Proposed,New,,Fauquier,,,PEC
780,Globalinx Virginia Beach,1632 Corporate Landing Pkwy,,VA,,High,,LANDING 888 LLC,,Other sources,,https://propertysearch.virginiabeach.gov/#/property/24152434460000,,,,,,,36.783708,-76.008943,4/10/2024,10/17/2025,1,,,,"9,712",,7,,,Operating,Complete,,,,,PEC
1047,Green Energy Center,HOG ISLAND ROAD,,VA,,Medium,,Green Energy Partners,,Other sources,https://www.datacenterfrontier.com/energy/article/33010239/onsite-energy-plans-for-new-data-center-projects-reflect-industrys-decarbonization-investment,,,,,,,,37.152025,-76.685073,4/10/2024,10/17/2025,1,,,,,,641,,This project covers multiple parcels. The total acreage has been represented here.,Proposed,New,,Surry,,,PEC
900,Greenlin Park,41453 HOGELAND MILL RD,,VA,,High,,Charles S Kuhn/JK Landholdings II LLC,,Other sources,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/F4C18E37-B411-4D35-8027-7822DF69FCE9?tab=attachments,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=237395293000&jur=107&taxyr=2024,,,,,,,39.056361,-77.552210,8/11/2025,10/17/2025,1,,,,"3,702,600",,85,,Rezoning does not cover the entire parcel,Proposed,New,,Loudoun,,,PEC
1058,GWV,"Ramoth Church Rd, Courthouse Road, and 95",,VA,,Medium,,,,Other sources,https://www.fxbgadvance.com/p/developer-seeks-rezoning-for-79-million,https://va-stafford-assessor.publicaccessnow.com/PropertySearch/PropertyDetails.aspx?p=29%20%20%20%20%20%20%20%2082&a=18107,,,,,,,38.419757,-77.446984,10/15/2025,10/17/2025,1,,,,"7,900,000",,1042,,This project covers multiple parcels. The total acreage has been represented here. May be associated with Woodcutter and Surveyor substations,Proposed,New,,,,,PEC
797,HAYDEN TECHNOLOGIES,20491 GOOSE LANDING LN,,VA,,High,,HAYDEN TECHNOLOGIES LLC,,Other sources,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/e48043e8-fdbb-4e91-aa87-60d35cb71173?tab=attachments,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=194498227000&jur=107&taxyr=2024,,,,,,,39.051714,-77.539561,8/11/2025,10/17/2025,1,,,,"563,584",,119,,"Computer Center, 324,890 sq foot expansion called Project Aspen",Operating,Expansion proposed,,Loudoun,,,PEC
869,Heartland Innovative Technology (HIT) Park,230 KELLY LANE,,VA,,High,,Prince Edward County Industrial Development Authority,,Other sources,https://www.co.prince-edward.va.us/economic-development/heartland-innovative-technology-park-210,https://epayments.co.prince-edward.va.us/applications/txapps/VPCindex.htm,,,,,,,37.288516,-78.350123,4/10/2024,10/17/2025,1,,,,"1,300,000",,280,,This project covers multiple parcels. The total acreage has been represented here.,Proposed,New,,Prince Edward,,,PEC
964,Hillcrest Data Center,49 COUNTRY LANE,,VA,,High,,Microsoft Corporation,,Other sources,https://www.datacenterdynamics.com/en/news/microsoft-files-for-permit-to-build-data-center-campus-in-mecklenburg-county-virginia/,https://mecklenburg.cama.concisesystems.com/PropertyPage.aspx?id=39166&direct=1,,,,,,,36.703151,-78.127083,4/10/2024,10/17/2025,1,,,,,,153,,This project covers multiple parcels. The total acreage has been represented here.,Proposed,New,,Mecklenburg,,,PEC
958,HORSESHOE DRIVE,45925 HORSESHOE DR,,VA,,High,,,,Other sources,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/8628ddc2-6e18-48aa-af54-fec33b62c2c2?tab=attachments,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=030300991000&jur=107&taxyr=2025,,,,,,,39.026023,-77.411605,8/10/2025,10/17/2025,1,,,,"481,220",,11,,,Proposed,Redevelopment,,,,,PEC
1007,Hunter Property,8613 LINTON HALL RD,,VA,,High,,LHR GAINESVILLE LLC,,Other sources,https://www.pwcva.gov/assets/2022-01/Frequently%20Asked%20Questions.1.20.22.pdf,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=001468,,,,,,,38.773406,-77.590433,4/10/2024,10/17/2025,1,,,,"3,650,157",,196,,This project covers multiple parcels. The total acreage has been represented here.,Proposed,New,,Prince William,,,PEC
761,I-66 and Route 29 Technology Park,14300 JOHN MARSHALL HWY,,VA,,High,,NTT Global Data Centers,,Other sources,https://www.datacenterdynamics.com/en/news/data-center-granted-rezoning-and-special-use-permission-in-prince-william-county-virginia/,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=013273,,,,,,,38.800800,-77.612558,4/10/2024,10/17/2025,1,,,,"2,957,680",,102,,This project covers multiple parcels. The total acreage has been represented here.,Proposed,New,,Prince William,,,PEC
792,IAD 01-04,19540 COMPASS CREEK PKWY,,VA,,High,,MICROSOFT CORP,,Other sources,,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=235297431000&jur=107&taxyr=2024,,,,,,,39.067855,-77.560212,4/10/2024,10/17/2025,1,,,,"809,314",,323,,Computer Center,Operating,Complete,,Loudoun,,,PEC
937,"IAD 41, IAD 42, BLDG P",44757 ROUND TABLE PLZ,,VA,,High,,DIGITAL LOUDOUN 3 LLC,,Other sources,,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=062493798000&jur=107&taxyr=2024&LMparent=20,,,,,,,39.008408,-77.457944,4/10/2024,10/17/2025,1,,,,"789,300",,32,,Computer Center,Operating,Complete,,Loudoun,,,PEC
919,IAD Digital Loudoun Plaza,43940 DIGITAL LOUDOUN PLZ,,VA,,High,,Digital Realty,,Other sources,,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=089291706000&jur=107&taxyr=2024&LMparent=20,,,,,,,39.000828,-77.479200,4/10/2024,10/17/2025,1,,,,"1,137,740",,38,,Computer Center,Operating,Complete,,Loudoun,,,PEC
923,IAD Round Table Campus Digital Realty,44274 ROUND TABLE PLZ,,VA,,High,,DIGITAL LOUDOUN 3 LLC,,Other sources,,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=062462761000&jur=107&taxyr=2024&LMparent=20,,,,,,,39.006629,-77.466196,4/10/2024,10/17/2025,1,,,,"1,564,173",,94,,Computer Center,Operating,Complete,,Loudoun,,,PEC
854,IAD03,22580 RELOCATION DR,,VA,,High,,ALIGNED ENERGY DATA CENTERS ASHBURN LLC,,Other sources,https://datacenterhawk.com/marketplace/providers/aligned-data-centers/22715-relocation-drive/iad03,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=land_summary&UseSearch=no&pin=045399350000&jur=107&taxyr=2025&LMparent=20,,,,,,,38.993077,-77.434115,8/6/2025,10/17/2025,1,,,,"180,355",,13,,Square footage less than anticipated,Operating,Complete,,Loudoun,,,PEC
901,IAD11,41840 GROWTH MINDSET LN,,VA,,High,,MICROSOFT CORP,,Other sources,,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=203354208000&jur=107&taxyr=2024&LMparent=20,,,,,,,38.948166,-77.555382,4/10/2024,10/17/2025,1,,,,"759,405",,65,,Computer Center,Operating,Complete,,Loudoun,,,PEC
801,IAD114,20945 LOUDOUN COUNTY PKWY,,VA,,High,,BEAUMEADE LC PHASE III LLC,,Other sources,,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=059309091000&jur=107&taxyr=2024&LMparent=20,,,,,,,39.035631,-77.450937,4/10/2024,10/17/2025,1,,,,"147,600",,11,,"Shown as ""Storage Warehouse""",Operating,Complete,,Loudoun,,,PEC
917,IAD12,43881 DEVIN SHAFRON DR,,VA,,High,,Digital Realty,,Other sources,,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=089278681000&jur=107&taxyr=2024&LMparent=20,,,,,,,39.001983,-77.483322,4/10/2024,10/17/2025,1,,,,"180,000",,10,,Computer Center,Operating,Complete,,Loudoun,,,PEC
914,IAD14,43791 DEVIN SHAFRON DR,,VA,,High,,Digital Realty,,Other sources,,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=089367531000&jur=107&taxyr=2024&LMparent=20,,,,,,,39.003295,-77.487214,4/10/2024,10/17/2025,1,,,,"135,000",,8,,Computer Center,Operating,Complete,,Loudoun,,,PEC
862,IAD2 Evoque Cyxtera,22810 INTERNATIONAL DR,,VA,,High,,22810-22860 INTERNATIONAL DRIVE LLC,,Other sources,https://cloudandcolocation.com/datacenters/cyxtera-sterling-data-center-iad2-a/,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=034468458000&jur=107&taxyr=2024&LMparent=20,,,,,,,38.984195,-77.424019,4/10/2024,10/17/2025,1,,,,"118,541",,12,,"Shown as ""Storage Warehouse""",Operating,Complete,,Loudoun,,,PEC
861,IAD214,22760 PACIFIC BLV,,VA,,High,,,,Other sources,,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=045195615000&jur=107&taxyr=2025&LMparent=20,,,,,,,38.986731,-77.435578,8/7/2025,10/17/2025,1,,,,"226,456",,17,,,Operating,Complete,,,,,PEC
915,IAD24,43830 DEVIN SHAFRON DR,,VA,,High,,DIGITAL LOUDOUN II LLC,,Other sources,,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=089374763002&jur=107&taxyr=2024&LMparent=20,,,,,,,39.004662,-77.484967,4/10/2024,10/17/2025,1,,,,"266,742",,16,,Computer Center. Project covers more than one parcel. The combined acreage is represented.,Operating,Complete,,Loudoun,,,PEC
815,IAD3 DataBank,21630 RED RUM DR,,VA,,High,,ZCOLO LLC,,Other sources,,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=088481748000&jur=107&taxyr=2024&LMparent=20,,,,,,,39.017791,-77.481723,4/10/2024,10/17/2025,1,,,,"286,800",,11,,Computer Center,Operating,Complete,,Loudoun,,,PEC
868,IAD3 Evoque Cyxtera,22995 WILDER CT,,VA,,High,,22995 WILDER COURT LLC,,Other sources,,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=046368231000&jur=107&taxyr=2024&LMparent=20,,,,,,,38.981059,-77.444339,4/10/2024,10/17/2025,1,,,,"130,400",,12,,"Shown as ""Storage Warehouse""",Operating,Complete,,Loudoun,,,PEC
913,IAD44,43704 EFFICIENCY DR,,VA,,High,,Digital Realty,,Other sources,,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?mode=commercial&UseSearch=no&pin=093365404003&jur=107&taxyr=2025&card=1&item=0&State=2|1|1|1|1|&items=4,,,,,,,38.961181,-77.490523,8/6/2025,10/17/2025,1,,,,"784,204",,18,,"DIGITAL WL 2834 LLC & DIGITAL WL 5459 LLC, Phase 1 and 2",Operating,Complete,,Loudoun,,,PEC
852,IAD76,22520 RANDOLPH DR,,VA,,High,,FR RANDOLPH DRIVE LLC,,Other sources,,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=045352692000&jur=107&taxyr=2024&LMparent=20,,,,,,,38.994056,-77.450235,4/10/2024,10/17/2025,1,,,,"138,900",,14,,"Shown as ""Storage Warehouse""",Operating,Complete,,Loudoun,,,PEC
969,Infotel Systems Data Center,6008 HERMITAGE RD,,VA,,High,,Infotel,,Other sources,,"https://realestate.henrico.us/ords/cam/f?p=510101:5:::NO::P5_PARCEL_ID,P5_SEARCH_TYPE:780-748-2431,0",,,,,,,37.612851,-77.473484,4/10/2024,10/17/2025,1,,,,572,,1,,,Operating,Complete,,Henrico,,,PEC
1018,INNOVATION EXECUTIVE CENTER DC-3,9420 GODWIN DR,,VA,,High,,QTS MANASSAS I DC2 LLC,,Other sources,https://egcss.pwcgov.org/SelfService#/project/aa699c84-7dd0-4bb1-aaec-7712d020a74b,,,,,,,,38.752781,-77.512284,4/10/2024,10/17/2025,1,,,,"174,719",,,,,Proposed,New,,Prince William,,,PEC
1005,Iron Mountain Building 7,8328 BETHLEHEM RD,,VA,,High,,IRON MOUNTAIN DATA CENTERS VA 7 LLC,,Other sources,https://datacenterhawk.com/marketplace/providers/iron-mountain-data-centers/11500-prince-william-parkway/va-7,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=090673,,,,,,,38.775064,-77.539796,4/10/2024,10/17/2025,1,,,,"304,000",,24,,,Proposed,New,,Prince William,,,PEC
716,Ironhorse East Ashland,10171 East Patrick Henry Road,,VA,,High,,"Harris and Douglass Properties, LLC",,Other sources,https://www.hanovercounty.gov/1270/Ironhorse-East-Ashland,https://www.hanovercounty.gov/DocumentCenter/View/10884/REZ2022-00008-v,,,,,,,37.759017,-77.450796,8/8/2024,10/17/2025,1,,,,"3,300,000",,234,,several parcels on one business park; combined acreage,Proposed,New,,Hanover,,,PEC
881,JK TECHNOLOGY PARK #3,24393 STONE SPRINGS BLVD,,VA,,High,,,,Other sources,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/c87c4b0c-a3aa-4261-9954-8cc95f06f912?tab=locations,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=203295737000&jur=107&taxyr=2025&LMparent=20,,,,,,,38.945556,-77.541262,8/6/2025,10/17/2025,1,,,,"184,080",,21,,,Proposed,New,,,,,PEC
762,John Marshall CommonsTech Park,14392 JOHN MARSHALL HWY,,VA,,High,,CTP-1 LLC,,Other sources,https://egcss.pwcgov.org/SelfService#/plan/823a2554-aa0a-47c1-8c5f-010ff3d947ce,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=114169&mtab=property&p=114169,,,,,,,38.803946,-77.616867,4/10/2024,10/17/2025,1,,,,"530,000",,23,,This project covers multiple parcels. The total acreage has been represented here.,Proposed,New,,Prince William,,,PEC
775,Keyser Farm,15140 KEYSER RD,,VA,,High,,,,Other sources,,https://gis.vgsi.com/culpeperva/Parcel.aspx?pid=6279,,,,,,,38.469711,-77.973753,7/18/2025,10/17/2025,1,,,,"1,506,582",,62,,application has been filed with the county,Proposed,New,,,,,PEC
733,KH Data Capital Development,11560 HAYDEN RD,,VA,,High,,IRON MOUNTAIN DATA CENTERS VA 4/5 SUBSIDIARY LLC,,Other sources,https://eservice.pwcgov.org/planning/documents/REZ2021-00022.pdf,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=264279,,,,,,,38.773931,-77.542342,4/10/2024,10/17/2025,1,,,,"201,083",,17,,,Operating,Complete,,Prince William,,,PEC
734,"KH DATA CAPITAL DEVELOPMENT LAND LLC
 C/O IRON MOUNTAIN GLOBAL REAL ESTATE",11650 HAYDEN RD,,VA,,High,,"KH DATA CAPITAL DEVELOPMENT LAND LLC
 C/O IRON MOUNTAIN GLOBAL REAL ESTATE",,Other sources,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=228119&mtab=property&p=228119,,,,,,,38.776798,-77.543934,4/10/2024,10/17/2025,1,,,,"597,590",,41,,,Operating,Complete,,Prince William,,,PEC
1048,Lake Anna Tech Campus,Intersection of Haley Dr and Kentucky Springs Rd,,VA,,Medium,,Amazon Data Services Inc,,Other sources,https://tammypurcell.substack.com/p/more-details-emerge-about-plans-for?utm_source=substack&utm_medium=email,,,,,,,,38.048250,-77.809915,4/10/2024,10/17/2025,1,,,,"1,700,000",,150,,This project covers multiple parcels. The total acreage has been represented here.,Proposed,New,,Louisa,,,PEC
768,LEE ROAD PROPERTY,14558 LEE RD,,VA,,High,,LEE ROAD PROPERTY LLC,,Other sources,,https://icare.fairfaxcounty.gov/ffxcare/datalets/datalet.aspx?mode=com_combined&UseSearch=no&pin=0343%2001%20%200023E1&jur=129&taxyr=2025&LMparent=138,,,,,,,38.890537,-77.453678,4/10/2024,10/17/2025,1,,,,"20,118",,1,,,Operating,Complete,,Fairfax,,,PEC
962,Leesburg Gateway,481 POTOMAC STATION DR,,VA,,High,,Google,,Other sources,https://www.loudountimes.com/news/google-purchases-148-acres-in-loudoun-county-for-two-new-data-centers/article_9ea96f08-75b1-5779-9fcf-e2b1dec8429e.html,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=148350679000&jur=107&taxyr=2024,,,,,,,39.103152,-77.536382,4/10/2024,10/17/2025,1,,,,"281,800",,99,,"Project covers more than one parcel, the acreage represents the combined acreage",Proposed,New,,Loudoun,,,PEC
783,LEMUR PROPERTIES LLC,1780 BUSINESS CENTER DR,,VA,,High,,Digital Realty,,Other sources,https://www.fairfaxcounty.gov/planning-development/sites/planning-development/files/Assets/Documents/PDF/data-centers-report.pdf#page=1,https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0183%2008%20%200009A&jur=129&taxyr=2025,,,,,,,38.948556,-77.327140,4/10/2024,10/17/2025,1,,,,"264,888",,9,,,Operating,Complete,,Fairfax,,,PEC
959,Loudoun Commerce Center,45975 Nokes Blvd,,VA,,High,,Amazon Data Services Inc,,Other sources,https://www.datacenterdynamics.com/en/news/amazon-to-demolish-nine-office-buildings-in-sterling-virginia-and-build-four-data-centers/,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=030208833000&jur=107&taxyr=2024,,,,,,,39.022398,-77.410069,4/10/2024,10/17/2025,1,,,,"311,670",,14,,"Project covers more than one parcel, the acreage represents the combined acreage",Proposed,Redevelopment,,Loudoun,,,PEC
1011,Lumen Richmond 1,8851 PARK CENTRAL DR,,VA,,High,,LEVEL 3 COMMUNICATIONS LLC,,Other sources,,"https://realestate.henrico.us/ords/cam/f?p=510101:5:::NO::P5_PARCEL_ID,P5_SEARCH_TYPE:790-760-2582,0",,,,,,,37.646784,-77.438443,4/10/2024,10/17/2025,1,,,,"36,508",,6,,,Operating,Complete,,Henrico,,,PEC
999,Lumen Richmond 2,8145 Staples Mill Road,,VA,,High,,LEVEL 3 COMMUNICATIONS LLC,,Other sources,,"https://realestate.henrico.us/ords/cam/f?p=510101:5:::NO::P5_PARCEL_ID,P5_SEARCH_TYPE:771-752-8623,0",,,,,,,37.623895,-77.502674,4/10/2024,10/17/2025,1,,,,"5,522",,,,,Operating,Complete,,Henrico,,,PEC
890,LYH03 Bailey – Microsoft,313-A HIGH STREET,,VA,,High,,Microsoft Corporation,,Other sources,https://www.nao.usace.army.mil/Media/Public-Notices/Article/3357496/nao-2022-02394-vmrc-22-v2715-microsoft-data-center-mecklenburg-county-virginia/,https://mecklenburg.cama.concisesystems.com/PropertyPage.aspx?id=39284&direct=1,,,,,,,36.780624,-78.467831,4/10/2024,10/17/2025,1,,,,,,369,,This project covers multiple parcels. The total acreage has been represented here.,Proposed,New,,Mecklenburg,,,PEC
715,Manassas Corporate Center MCC-7 PRA,10101 HARRY J PARRISH BLVD,,VA,,High,,UNICORN INTERESTS LLC,,Other sources,https://egcss.pwcgov.org/SelfService#/plan/96c7aacf-964e-419b-ae82-f9f97a86808d?tab=attachments,,,,,,,,38.722413,-77.501353,4/10/2024,10/17/2025,1,,,,"1,082,231",,,,,Proposed,New,,Prince William,,,PEC
1013,MANASSAS NCP LLC,9000 FREEDOM CENTER BLVD,,VA,,High,,MANASSAS NCP LLC,,Other sources,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=025267&mtab=property&p=025267,,,,,,,38.760582,-77.518692,4/10/2024,10/17/2025,1,,,,"409,252",,19,,,Operating,Complete,,Prince William,,,PEC
993,Manassas Point,7816 BETHLEHEM RD,,VA,,High,,,,Other sources,https://egcss.pwcgov.org/SelfService#/plan/112446d3-3458-4c10-9081-42d87805d421?tab=attachments,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=022171,,,,,,,38.783833,-77.537790,7/14/2025,10/17/2025,1,,,,"1,739,350",,40,,This project covers multiple parcels. The total acreage has been represented here. Square footage increased in an amendment in 2024,Proposed,New,,,,,PEC
984,MANASSAS TECHNOLOGY PARTNERS LLC (Amazon),7505 MASON KING CT,,VA,,High,,MANASSAS TECHNOLOGY PARTNERS LLC (Amazon),,Other sources,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=214426&mtab=property&p=214426,,,,,,,38.791254,-77.538294,4/10/2024,10/17/2025,1,,,,"109,543",,8,,,Operating,Complete,,Prince William,,,PEC
961,Manekin Plaza,46000 MANEKIN PLZ,,VA,,High,,Amazon Data Services Inc,,Other sources,https://www.datacenterdynamics.com/en/news/amazon-to-demolish-nine-office-buildings-in-sterling-virginia-and-build-four-data-centers/,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=030309421000&jur=107&taxyr=2024,,,,,,,39.023774,-77.407891,4/10/2024,10/17/2025,1,,,,"313,000",,7,,"Project covers more than one parcel, the acreage represents the combined acreage",Proposed,Redevelopment,,Loudoun,,,PEC
725,MANUCHEHR VENTURES LLC,10900 AIRMAN AVE,,VA,,High,,MANUCHEHR VENTURES LLC,,Other sources,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=264071&mtab=property&p=264071,,,,,,,38.715086,-77.494764,4/10/2024,10/17/2025,1,,,,"139,000",,10,,,Operating,Complete,,Prince William,,,PEC
1003,Maple Tree Farm,8275 MAPLE TREE LN,,VA,,High,,,,Other sources,https://www.fauquier.com/news/article_55011450-b2d5-11ed-bd87-df7e49eb5e4a.html,,,,,,,,38.691586,-77.779729,4/10/2024,10/17/2025,1,,,,,,43,,No application yet,Proposed,New,,Fauquier,,,PEC
951,MARIES TECH PARK LLC,45761 MARIES RD,,VA,,High,,Amazon Data Services Inc,,Other sources,,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=030382006000&jur=107&taxyr=2024,,,,,,,39.023999,-77.419503,4/10/2024,10/17/2025,1,,,,"426,710",,20,,"Shown as ""Storage Warehouse""",Operating,Complete,,Loudoun,,,PEC
796,Marvell Developments,20420 GERMANNA HWY,,VA,,High,,Amazon Data Services Inc,,Other sources,https://go.boarddocs.com/va/tocva/Board.nsf/files/CTNP796180C4/$file/Copper%20Ridge%20Data%20Center_RZStaffReport.pdf,https://gis.vgsi.com/culpeperva/Parcel.aspx?pid=10215,,,,,,,38.435802,-77.875761,4/10/2024,10/17/2025,1,,,,"445,000",,223,,,Proposed,New,,Culpeper,,,PEC
