subbasin,huc8,area_m2,huc8_id,pca_name,internal_mwh,colocation_mwh,hyperscale_mwh,total_mwh,scarcity_factor,plant_state,lat,lon,primary_fuel,co2_tons,water_intensity_m3_per_mwh,carbon_intensity_tons_per_mwh,water_footprint,carbon_footprint
Bronx,2030102.0,487618616.631,2030102,New York Independent System Operator,523625.8560242464,331244.6528433955,337159.61481301725,1192030.123680659,0.1,NY,40.799,-73.9094,NG,25776.855,0.797026152611596,0.6950749629230147,119203.01236806592,828550.2940204508
Bronx,2030102.0,487618616.631,2030102,New York Independent System Operator,523625.8560242464,331244.6528433955,337159.61481301725,1192030.123680659,0.1,NY,40.775397,-73.830918,DFO,213.381,2.06260616038318,1.111359375,119203.01236806592,1324773.85323491
Bronx,2030102.0,487618616.631,2030102,New York Independent System Operator,523625.8560242464,331244.6528433955,337159.61481301725,1192030.123680659,0.1,NY,40.75043,-73.82573,DFO,26.465,2.06260616038318,0.82703125,119203.01236806592,985846.1632252701
Bronx,2030102.0,487618616.631,2030102,New York Independent System Operator,523625.8560242464,331244.6528433955,337159.61481301725,1192030.123680659,0.1,NY,40.7889,-73.9069,NG,966605.2,0.797026152611596,0.45423454184635526,119203.01236806592,541461.2570971383
Bronx,2030102.0,487618616.631,2030102,New York Independent System Operator,523625.8560242464,331244.6528433955,337159.61481301725,1192030.123680659,0.1,NY,40.869972,-73.824437,NG,32872.785,0.797026152611596,0.23868348060340058,119203.01236806592,284517.8989042018
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.78976,-74.071521,SUN,0.0,0.0076,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.770516,-74.072239,SUN,0.0,0.0076,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.8375,-74.0244,NG,1819079.053,0.6869704086959847,0.46060598655413076,4933836.440587042,9373854.909080798
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.838568,-74.312476,SUN,0.0,0.0076,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.859343,-74.302956,SUN,0.0,0.0076,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.856667,-74.581389,SUN,0.0,0.0076,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.7376,-74.1255,MSW,504857.478,1.93755189619717,1.0303781596128767,4933836.440587042,20969365.687047396
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.747582,-74.335762,SUN,0.0,0.0076,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.905337,-74.130448,NG,2045.578,0.797026152611596,0.6384630030181871,4933836.440587042,12993447.175713504
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.7372,-74.1206,NG,1006.399,0.797026152611596,0.8096532582461786,4933836.440587042,16477363.280149797
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.848445,-74.467582,SUN,0.0,0.0076,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.760069,-74.065394,SUN,0.0,0.0076,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.77312,-74.077397,SUN,0.0,0.0076,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.915319,-74.180986,WAT,0.0,69.06411831585125,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.903889,-74.247778,SUN,0.0,0.0076,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.782829,-74.072782,SUN,0.0,0.0076,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.959257,-74.015107,DFO,11387.511,2.06260616038318,0.7847502584246434,4933836.440587042,15970558.952932259
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.8359,-74.155,NG,8904.469,0.797026152611596,0.30087747930393643,4933836.440587042,6123198.392415179
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.772215,-74.068674,SUN,0.0,0.0076,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.737283,-74.096464,NG,191931.901,0.797026152611596,0.6458395898809485,4933836.440587042,13143569.09551975
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.7197,-74.13,NG,17713.994,0.797026152611596,0.5580397092295212,4933836.440587042,11356741.81518355
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.750833,-74.11,SUN,0.0,0.0076,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.818,-74.017,SUN,0.0,0.0076,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.924167,-74.494722,SUN,0.0,0.0076,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.727386,-74.3783,SUN,0.0,0.0076,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.814586,-74.297098,SUN,0.0,0.0076,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.815363,-74.304989,SUN,0.0,0.0076,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.7278,-74.1142,SUN,0.0,0.0076,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.815278,-74.475833,SUN,0.0,0.0076,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.814092,-74.021325,SUN,0.0,0.0076,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.814851,-74.47586,SUN,0.0,0.0076,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.952084,-74.195502,SUN,0.0,0.0076,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NJ,40.825316,-74.09442,SUN,0.0,0.0076,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NY,41.100409,-73.951593,SUN,0.0,0.0076,0.0,4933836.440587042,0.0
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NY,41.111498,-74.135402,DFO,10.73,2.06260616038318,0.7153333333333334,4933836.440587042,14557845.694668954
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NY,41.1269,-74.1653,NG,356.898,0.797026152611596,1.1223207547169811,4933836.440587042,22840501.91112891
Hackensack-Passaic,2030103.0,2936738903.4,2030103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2424354359284789,NY,41.0772,-74.0181,NG,45139.647,0.797026152611596,0.3748255664921591,4933836.440587042,7628125.945120777
,,,2030104,,,,,,0.1,NJ,40.566389,-74.221389,SUN,0.0,0.0076,0.0,,
,,,2030104,,,,,,0.1,NJ,40.652834,-74.09155,NG,433290.887,0.797026152611596,0.5611733028167444,,
,,,2030104,,,,,,0.1,NJ,40.652778,-74.117778,WND,0.0,0.0038,0.0,,
,,,2030104,,,,,,0.1,NJ,40.655325,-74.112442,NG,2008.425,0.797026152611596,0.6013770656733668,,
,,,2030104,,,,,,0.1,NJ,40.637554,-74.221219,WH,0.0,1.61,0.0,,
,,,2030104,,,,,,0.1,NJ,40.697222,-74.305,SUN,0.0,0.0076,0.0,,
,,,2030104,,,,,,0.1,NJ,40.568333,-74.2425,SUN,0.0,0.0076,0.0,,
,,,2030104,,,,,,0.1,NJ,40.697259,-74.212235,SUN,0.0,0.0076,0.0,,
,,,2030104,,,,,,0.1,NJ,40.352222,-74.187778,SUN,0.0,0.0076,0.0,,
,,,2030104,,,,,,0.1,NJ,40.6781,-74.2744,NG,65468.233,0.797026152611596,0.43329197082417575,,
,,,2030104,,,,,,0.1,NJ,40.43819,-74.160147,SUN,0.0,0.0076,0.0,,
,,,2030104,,,,,,0.1,NJ,40.582,-74.255,SUN,0.0,0.0076,0.0,,
,,,2030104,,,,,,0.1,NJ,40.583,-74.257,SUN,0.0,0.0076,0.0,,
,,,2030104,,,,,,0.1,NJ,40.595,-74.225,SUN,0.0,0.0076,0.0,,
,,,2030104,,,,,,0.1,NJ,40.660833,-74.173333,SUN,0.0,0.0076,0.0,,
,,,2030104,,,,,,0.1,NJ,40.660833,-74.173333,SUN,0.0,0.0076,0.0,,
,,,2030104,,,,,,0.1,NJ,40.6322,-74.2156,NG,1914487.643,0.797026152611596,0.3451415924353561,,
,,,2030104,,,,,,0.1,NJ,40.6217,-74.2072,NG,2297308.057,0.801414820371994,0.4362871712118706,,
,,,2030104,,,,,,0.1,NJ,40.62,-74.2144,SUN,0.0,0.0076,0.0,,
,,,2030104,,,,,,0.1,NJ,40.534393,-74.269998,SUN,0.0,0.0076,0.0,,
,,,2030104,,,,,,0.1,NJ,40.615616,-74.26529,NG,11504.898,0.797026152611596,0.3260147635982374,,
,,,2030104,,,,,,0.1,NJ,40.707222,-74.125833,NG,1840874.614,0.501098663826298,0.4079658743552382,,
,,,2030104,,,,,,0.1,NJ,40.444372,-74.243376,SUN,0.0,0.0076,0.0,,
,,,2030104,,,,,,0.1,NJ,40.66362,-74.100182,SUN,0.0,0.0076,0.0,,
,,,2030104,,,,,,0.1,NJ,40.73928,-74.187633,NG,18960.373,0.797026152611596,0.3322010162067455,,
,,,2030104,,,,,,0.1,NJ,40.5558,-74.2469,NG,625633.645,0.797026152611596,0.29901003417210315,,
,,,2030104,,,,,,0.1,NJ,40.601264,-74.266372,MSW,262803.159,1.93755189619717,0.9473695634149594,,
,,,2030104,,,,,,0.1,NJ,40.534414,-74.275153,SUN,0.0,0.0076,0.0,,
,,,2030104,,,,,,0.1,NJ,40.6772,-74.0919,SUN,0.0,0.0076,0.0,,
,,,2030104,,,,,,0.1,NY,40.6631,-74.0,NG,77663.713,0.797026152611596,0.6606135688949755,,
,,,2030104,,,,,,0.1,NY,40.591564,-74.200035,NG,686621.741,0.797026152611596,0.6937086687600528,,
,,,2030104,,,,,,0.1,NY,40.6635,-74.0051,DFO,34235.529,2.06260616038318,1.8985985470275069,,
,,,2030104,,,,,,0.1,NY,40.542557,-74.236582,SUN,0.0,0.0076,0.0,,
,,,2030104,,,,,,0.1,NY,40.648611,-74.020833,NG,99386.099,0.797026152611596,1.398622276949057,,
,,,2030104,,,,,,0.1,NY,40.6679,-73.9787,DFO,15.487,2.06260616038318,0.8603410921615465,,
,,,2030104,,,,,,0.1,NY,40.6467,-74.0211,DFO,15.163,2.06260616038318,0.3990263157894737,,
,,,2030104,,,,,,0.1,NY,40.638056,-74.126111,SUN,0.0,0.0076,0.0,,
,,,2030104,,,,,,0.1,NY,40.6182,-74.06849,NG,38451.038,0.797026152611596,0.6865888970233738,,
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.535787,-74.391268,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.516111,-74.34,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.825556,-74.714722,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.70266,-74.58158,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.3622,-74.4797,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.475724,-74.446199,NG,17327.191,0.797026152611596,0.315068478952632,4640963.084823071,6412001.3511367235
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.47,-74.685,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.465278,-74.393889,LFG,279.283,1.93755189619717,0.00915531880019669,4640963.084823071,186321.13473266322
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.624,-74.634,NG,7067.434,0.797026152611596,0.310998195819582,4640963.084823071,6329166.467001743
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.314722,-74.499167,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.545755,-74.4964,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.369772,-74.58685,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.443266,-74.876373,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.460717,-74.327161,NG,10971.248,0.797026152611596,0.6000791992561395,4640963.084823071,12212293.178962791
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.33,-74.4625,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.506358,-74.323519,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.483888,-74.856666,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.376292,-74.527849,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.575378,-74.39281,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.573708,-74.394414,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.373898,-74.489236,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.348275,-74.771501,NG,3287.45,0.797026152611596,0.5775562192550948,4640963.084823071,11753924.957938574
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.627823,-74.935979,NG,192.365,0.797026152611596,1.1382544378698225,4640963.084823071,23164770.458221376
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.470539,-74.383616,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.555,-74.709444,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.2675,-74.278611,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.5237,-74.843398,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.675833,-74.912222,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.5275,-74.438333,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.523611,-74.43,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.487906,-74.521366,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.400273,-74.504689,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.554341,-74.468014,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.256667,-74.349722,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.3622,-74.4797,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.279722,-74.556389,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.426389,-74.492222,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.4903,-74.3156,LFG,0.02,1.93755189619717,2.2081148219707426e-07,4640963.084823071,4.49376442512043
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.350341,-74.59268,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.684444,-74.404444,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.403238,-74.567786,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.439,-74.3444,NG,356962.429,0.797026152611596,0.5044293116994698,4640963.084823071,10265709.343320992
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.456667,-74.328889,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.560556,-74.551389,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.711882,-74.663434,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.605,-74.439444,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.339838,-74.62393,NG,13749.045,0.797026152611596,0.6293045129989016,4640963.084823071,12807061.503071018
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.379736,-74.625694,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.341389,-74.657222,NG,16434.672,0.797026152611596,0.29078651049223253,4640963.084823071,5917835.717386518
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.574444,-74.654167,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
Raritan,2030105.0,2863001787.35,2030105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781675,6753524.780382926,20351135.640264146,0.2280444279306486,NJ,40.464221,-74.857879,SUN,0.0,0.0076,0.0,4640963.084823071,0.0
