subbasin,huc8,area_m2,huc8_id,pca_name,internal_mwh,colocation_mwh,hyperscale_mwh,total_mwh,scarcity_factor,plant_state,lat,lon,primary_fuel,co2_tons,water_intensity_m3_per_mwh,carbon_intensity_tons_per_mwh,water_footprint,carbon_footprint
Lower Kennebec,1030003.0,8885465253.61,1030003,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.15195660911913036,ME,44.629517,-69.583527,WAT,0.0,98.24534541154779,0.0,358023.8592983239,0.0
Lower Kennebec,1030003.0,8885465253.61,1030003,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.15195660911913036,ME,44.703467,-69.647441,BLQ,32752.931,1.189909029888001,0.060783585261067655,358023.8592983239,143211.76224783546
Lower Kennebec,1030003.0,8885465253.61,1030003,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.15195660911913036,ME,44.7014,-69.8319,LFG,0.0,1.93755189619717,0.0,358023.8592983239,0.0
Lower Kennebec,1030003.0,8885465253.61,1030003,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.15195660911913036,ME,44.763875,-69.71828,WAT,0.0,42.49023861171366,0.0,358023.8592983239,0.0
Lower Kennebec,1030003.0,8885465253.61,1030003,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.15195660911913036,ME,44.9589,-69.8703,WAT,0.0,17.42219832221983,0.0,358023.8592983239,0.0
Lower Kennebec,1030003.0,8885465253.61,1030003,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.15195660911913036,ME,45.0703,-69.9064,WAT,0.0,29.91250960068422,0.0,358023.8592983239,0.0
Upper Androscoggin,1040001.0,3549929487.44,1040001,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.24310464888919947,ME,44.9439,-70.9975,WAT,0.0,711.8550479413424,0.0,572777.0915211727,0.0
Upper Androscoggin,1040001.0,3549929487.44,1040001,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.24310464888919947,NH,44.471944,-71.175278,WDS,129017.431,1.93755189619717,0.2584219781232286,572777.0915211727,608866.139298034
Upper Androscoggin,1040001.0,3549929487.44,1040001,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.24310464888919947,NH,44.786648,-71.12433,WAT,0.0,1385.673382208624,0.0,572777.0915211727,0.0
Upper Androscoggin,1040001.0,3549929487.44,1040001,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.24310464888919947,NH,44.704444,-71.2925,WND,0.0,0.0038,0.0,572777.0915211727,0.0
Upper Androscoggin,1040001.0,3549929487.44,1040001,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.24310464888919947,NH,44.466944,-71.225,WND,0.0,0.0038,0.0,572777.0915211727,0.0
Upper Androscoggin,1040001.0,3549929487.44,1040001,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.24310464888919947,NH,44.632842,-71.24742,WAT,0.0,19.71101500289159,0.0,572777.0915211727,0.0
Upper Androscoggin,1040001.0,3549929487.44,1040001,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.24310464888919947,NH,44.469463,-71.178062,WAT,0.0,0.2240372993905975,0.0,572777.0915211727,0.0
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,ME,44.506315,-70.242312,NG,90771.508,0.797026152611596,0.27519109569775535,348954.6336559994,648375.735003428
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,ME,44.506273,-70.239474,BLQ,8669.205,1.93755189619717,0.028068124055001732,348954.6336559994,66131.10252781186
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,ME,44.0867,-70.2297,WAT,0.0,9.318377069911415,0.0,348954.6336559994,0.0
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,ME,43.920486,-69.967819,WAT,0.0,13.82997813646193,0.0,348954.6336559994,0.0
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,ME,44.514722,-70.303056,WND,0.0,0.0038,0.0,348954.6336559994,0.0
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,ME,44.099461,-70.220851,WAT,0.0,5.740358231707317,0.0,348954.6336559994,0.0
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,ME,44.134572,-70.203715,WAT,0.0,18.03443665534436,0.0,348954.6336559994,0.0
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,ME,44.152854,-70.209378,WAT,0.0,80.99762135886358,0.0,348954.6336559994,0.0
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,ME,44.503704,-70.220971,WAT,0.0,53.57265590075995,0.0,348954.6336559994,0.0
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,ME,44.470511,-70.187333,WAT,0.0,5.160334533127195,0.0,348954.6336559994,0.0
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,ME,44.503431,-70.249137,WAT,0.0,82.28205953338697,0.0,348954.6336559994,0.0
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,ME,44.111236,-70.390673,WAT,0.0,9.99308530051785,0.0,348954.6336559994,0.0
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,ME,44.067792,-70.260831,MSW,38854.106,1.93755189619717,2.4884146278980404,348954.6336559994,5862935.569429596
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,ME,44.477807,-70.200759,WAT,0.0,7.451348064294086,0.0,348954.6336559994,0.0
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,ME,43.957448,-70.024158,WAT,0.0,13.18216713684503,0.0,348954.6336559994,0.0
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,ME,44.633611,-70.627777,WND,0.0,0.0038,0.0,348954.6336559994,0.0
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,ME,44.431667,-70.1619,WDS,7496.023,1.93755189619717,0.033574103767669346,348954.6336559994,79103.7012017011
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,ME,44.5513,-70.5414,BLQ,110452.101,1.93755189619717,0.1877147351139693,348954.6336559994,442273.31935248506
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,ME,44.5486,-70.6283,WAT,0.0,0.2594988105998892,0.0,348954.6336559994,0.0
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,ME,44.5303,-70.5219,NG,69837.553,0.797026152611596,0.46428369232814787,348954.6336559994,1093895.4238330165
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,ME,44.593333,-70.381111,WND,0.0,0.0038,0.0,348954.6336559994,0.0
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,ME,44.415587,-70.559814,WND,0.0,0.0038,0.0,348954.6336559994,0.0
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,ME,44.08687,-70.229294,WAT,0.0,0.0,0.0,348954.6336559994,0.0
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,ME,43.994729,-70.061921,WAT,0.0,9.194814242958417,0.0,348954.6336559994,0.0
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,NH,44.3889,-71.1645,WAT,0.0,0.6811542772998321,0.0,348954.6336559994,0.0
Lower Androscoggin,1040002.0,5584844092.1,1040002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.14810734393707004,NH,44.408278,-71.195354,WAT,0.0,14.50190801365736,0.0,348954.6336559994,0.0
St. Croix,1050001.0,4261284753.83,1050001,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.2671182713572531,ME,45.1554,-67.4012,BLQ,20367.468,1.93755189619717,0.05019387063353641,629355.4124088498,118261.41279087761
St. Croix,1050001.0,4261284753.83,1050001,New Brunswick System Operator,1031.1550270380067,30.10465678165555,30.84917728980288,1092.1088611094651,0.2671182713572531,ME,45.1554,-67.4012,BLQ,20367.468,1.93755189619717,0.05019387063353641,291.7222311134987,54.81717089226728
Maine Coastal,1050002.0,13760290256.3,1050002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.1,ME,44.723056,-68.2425,WND,0.0,0.0038,0.0,235609.2712082314,0.0
Maine Coastal,1050002.0,13760290256.3,1050002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.1,ME,44.9136,-67.0033,DFO,16.143,2.06260616038318,0.8496315789473684,235609.2712082314,2001810.7711128837
Maine Coastal,1050002.0,13760290256.3,1050002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.1,ME,44.5442,-68.4306,WAT,0.0,0.8057645632770073,0.0,235609.2712082314,0.0
Maine Coastal,1050002.0,13760290256.3,1050002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.1,ME,44.094167,-68.865833,WND,0.0,0.0038,0.0,235609.2712082314,0.0
Maine Coastal,1050002.0,13760290256.3,1050002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.1,ME,44.760833,-68.146944,WND,0.0,0.0038,0.0,235609.2712082314,0.0
Maine Coastal,1050002.0,13760290256.3,1050002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.1,ME,44.6781,-67.5477,WDS,501.582,1.93755189619717,0.0473995463995464,235609.2712082314,111677.72582797875
Maine Coastal,1050002.0,13760290256.3,1050002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.1,ME,45.07,-68.21,WND,0.0,0.0038,0.0,235609.2712082314,0.0
Maine Coastal,1050002.0,13760290256.3,1050002,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.1,ME,44.777337,-68.523419,WND,0.0,0.0038,0.0,235609.2712082314,0.0
St. George-Sheepscot,1050003.0,3541389759.34,1050003,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.1,ME,44.3331,-69.2019,DFO,54.451,2.06260616038318,0.5500101010101011,235609.2712082314,1295874.7905615564
Presumpscot,1060001.0,3687466139.62,1060001,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.25096036053445714,ME,43.6436,-70.2544,DFO,1311.409,2.06260616038318,1.7626465053763443,591285.8764767844,4152958.585294564
Presumpscot,1060001.0,3687466139.62,1060001,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.25096036053445714,ME,43.802517,-70.44992,WAT,0.0,0.0,0.0,591285.8764767844,0.0
Presumpscot,1060001.0,3687466139.62,1060001,ISO New England Inc.,1298151.5479056821,524289.2073183419,533651.9568582898,2356092.712082314,0.25096036053445714,ME,43.6556,-70.3347,MSW,91024.186,1.93755189619717,1.0813941049980398,591285.8764767844,2547864.769674658
